uniqueID,StudyID_IDALL,Authors,Year,Title,Citation,Unit of analysis,Data type,data.collection,Setting Type,Time period,Time scale (years),Total treatments (including controls),Number of intercrop or rotation treatments including grain legumes (not sole legumes),Number of nonintercrop or non rotation treatments not including grain legumes (including sole-cropping controls),Total number of replicates per treatment,Number of study regions/sites,time.simpl,replicates.simp,Are the authors studying/identifying legume introduction intensification as the main source of ES change?,Are the authors studying/identifying legume introduction as the main source of wellbeing change?,What other drivers are identified as key to ES or well-being change?,Case_countries,Regional_groupings,Regional_groupings_ID,"Subnational 
 case area (specify province/region)",Continent,WorldBank National Income Group,Latitude_Decimal_Degrees_N,Longitude (Decimal Degrees) E,Is intensification defined?,Authors' intensification definition,Study design,Intensification actors,Actors.categories,Type of land use intensification described,Simplified cropping system,Intensification type: Crop Change/Addition,Intensification type: Increased Rows/Strip width,Intensification type: Increased rotations,Spatial arrangement of intercropping,Other agro-ecological innovations,Recoded other agro-ecological innovations - Primary ,Recoded other agro-ecological innovations - Secondary,Food system classification ,Non-legume main crop,Legume_category,Grain legume product: Chickpea,Grain legume product: Cowpea,Grain legume product: Groundnut,Grain legume product: Lentil,Grain legume product: Mung bean,Grain legume product: Pigeonpea,Grain legume product: Faba Bean,Grain legume product: Common Bean,Grain legume product: Soybean,Grain legume product: Pea,Grain legume product: Grain legumes (unspecified/other),Other products not target of intensification,"Mineral Fertiliser
 N–P2O5–K2O kgha?1",Synthetic fertiliser category,Water source,Prov_services_average_percent_transf,Prov_services_average,Yield,Freshwater,Fuelwood,Fiber,Biochemicals,Genetic_resources,Econ_wellbeing_average_percent_transf,Econ_wellbeing_average,Profit,Financial_security,Physical_capital,Savings_labour_cost,Combined ecological-social outcome,Is the intensification (according to authors) causing changes in demand/ preferences for certain ES?,"If intensification is leading to changed demands, specify whose demand and which ES",IF Yes to changed demands: Are the changes disaggregated by different groups?,"If disaggregated by different groups, specify categorization (e.g. rich/poor, men/women, land-owners/labourers, other)","If disaggregated by groups, specify for which ES/ wellbeing aspects the results are disaggregated","If disaggregated by groups, specify the reported difference","Trade-offs mentioned between 1) different ES, 2) different wellbeing aspects, or 3) ES and wellbeing",General factors enabling adoption,General factors constraining adoption,Factors identified as enabling ecosystem services,Factors identified as constraining ecosystem services,Factors identified as enabling well being,Factors identified as constraining well being,Notes,Documentation of methods of data extraction,Secondary reference,Study spatial design (do they have enough replicates?),Study temporal design (do they collect data over multiple points in time?),Confounding variables (Were baseline characteristics of the intervention comparable with the control or were potential confounders at baseline approximately adjusted for in analysis?),Reporting,Risk of bias,Tools for assessment (Were valid and reliable tools used to assess  outcomes?),Sum.Quality
285,530,"Sarkar R.K., Chakraborty A., Bala B.",1998,Biological potential and economic feasibility of intercropping of sunflower (Helianthus annuus) with pulses and oilseeds under different planting patterns on rice fallow land,"Sarkar, R. K., Chakraborty, A., & Bala, B. (1998). Biological potential and economic feasibility of intercropping of sunflower (Helianthus annuus) with pulses and oilseeds under different planting patterns on rice fallow land. Indian Journal of Agronomy, 43(4), 601-605.",Plot,Quantitative,Experiment (research station),E/M,1995-1996,2,14,8,6,3,1, 2-4, 3-4,Yes,Yes,,India,South Asia,2,Baruipur,Asia,LMIC,22.366667,88.466667,No,NA,Experiment (research station),Researcher-led,Researcher-led,Intercropping,Intercrop,1,1,0,Row,Different intercrop spacings,Varied spacing/timing,,Grain / Black gram,Sunflower,Mungbean/Black gram,0,0,0,0,0,0,0,0,0,0,Black gram,Sesame,60-40-40 (sunflower); 20-40-20 (gram); 30-60-30 (groundnut),Synthetic - below threshold,rainfed,41.27647,1.4127647,1.4127647,NA,NA,NA,NA,NA,84.1477253,1.841477253,1.841477253,NA,NA,NA,Win-Win,NA,NA,NA,NA,NA,NA,NA,NA,NA,Row spacing of intercrops,NA,Legume choice (market value),NA,NA,See SuppCalc sheet (Tables 1 and 2),,2,2,2,2,2,2,12
286,530,"Sarkar R.K., Chakraborty A., Bala B.",1998,Biological potential and economic feasibility of intercropping of sunflower (Helianthus annuus) with pulses and oilseeds under different planting patterns on rice fallow land,"Sarkar, R. K., Chakraborty, A., & Bala, B. (1998). Biological potential and economic feasibility of intercropping of sunflower (Helianthus annuus) with pulses and oilseeds under different planting patterns on rice fallow land. Indian Journal of Agronomy, 43(4), 601-605.",Plot,Quantitative,Experiment (research station),E/M,1995-1996,2,14,8,6,3,1, 2-4, 3-4,Yes,Yes,,India,South Asia,2,Baruipur,Asia,LMIC,22.366667,88.466667,No,NA,Experiment (research station),Researcher-led,Researcher-led,Intercropping,Intercrop,1,1,0,Row,Different intercrop spacings,Varied spacing/timing,,Grain / Groundnut,Sunflower,Groundnut,0,0,1,0,0,0,0,0,0,0,0,Sesame,60-40-40 (sunflower); 20-40-20 (gram); 30-60-30 (groundnut),Synthetic - below threshold,rainfed,115.94388,2.1594388,2.1594388,NA,NA,NA,NA,NA,123.108687,2.23108687,2.23108687,NA,NA,NA,Win-Win,NA,NA,NA,NA,NA,NA,NA,NA,NA,Row spacing of intercrops,NA,Legume choice (market value),NA,NA,See SuppCalc sheet (Tables 1 and 2),,2,2,2,2,2,2,12
287,528,"Sarkar R.K., Sanyal S.R.",2000,Production potential and economic feasibility of sesame (Sesamum indicum)-based intercropping system with pulse and oilseed crops on rice fallow land,"Sarkar, R. K., & Sanyal, S. R. (2000). Production potential and economic feasibility of sesame (Sesamum indicum)-based intercropping system with pulse and oilseed crops on rice fallow land. Indian Journal of Agronomy, 45(3), 545-550.",Plot,Quantitative,Experiment (research station),E/M,1997-1998,2,13,6,7,3,1, 2-4, 3-4,Yes,Yes,,India,South Asia,2,Baruipur,Asia,LMIC,22.366667,88.466667,No,NA,Experiment (research station),Researcher-led,Researcher-led,Intercropping,Intercrop,1,0,0,Row,Existing farmers' practices,Existing farmers' practices,,Non-Grain / Mungbean,Sesame,Mungbean,0,0,0,0,1,0,0,0,0,0,0,Sunflower,60-40-40 (sesame); 20-40-20 (gram); 30-60-30 (groundnut),Synthetic - below threshold,rainfed,9.398496,1.09398496,1.09398496,NA,NA,NA,NA,NA,2.9748284,1.029748284,1.029748284,NA,NA,NA,Win-Win,NA,NA,NA,NA,NA,NA,NA,NA,Higher cost of cultivation of legume intercrops compared with sesame-only system,"Low rainfall during reproductive phase of crops: ""the yield levels of different crops were comparatively low due to insufficient rainfall during reproductive phase of crops and thus gave low yield""","Low rainfall during reproductive phase of crops: ""the yield levels of different crops were comparatively low due to insufficient rainfall during reproductive phase of crops and thus gave low yield""",Monetary value (market price) of legumes,Higher cost of cultivation of legume intercrops compared with sesame-only system,,See SuppCalc sheet ,,2,2,2,2,2,2,12
288,528,"Sarkar R.K., Sanyal S.R.",2000,Production potential and economic feasibility of sesame (Sesamum indicum)-based intercropping system with pulse and oilseed crops on rice fallow land,"Sarkar, R. K., & Sanyal, S. R. (2000). Production potential and economic feasibility of sesame (Sesamum indicum)-based intercropping system with pulse and oilseed crops on rice fallow land. Indian Journal of Agronomy, 45(3), 545-550.",Plot,Quantitative,Experiment (research station),E/M,1997-1998,2,13,6,7,3,1, 2-4, 3-4,Yes,Yes,,India,South Asia,2,Baruipur,Asia,LMIC,22.366667,88.466667,No,NA,Experiment (research station),Researcher-led,Researcher-led,Intercropping,Intercrop,1,0,0,Row,Existing farmers' practices,Existing farmers' practices,,Non-Grain / Black gram,Sesame,Mungbean/Black gram,0,0,0,0,0,0,0,0,0,0,Black gram,Sunflower,60-40-40 (sesame); 20-40-20 (gram); 30-60-30 (groundnut),Synthetic - below threshold,rainfed,2.030075,1.02030075,1.02030075,NA,NA,NA,NA,NA,-12.9748284,0.870251716,0.870251716,NA,NA,NA,Win-Mix,NA,NA,NA,NA,NA,NA,NA,NA,Higher cost of cultivation of legume intercrops compared with sesame-only system,"Low rainfall during reproductive phase of crops: ""the yield levels of different crops were comparatively low due to insufficient rainfall during reproductive phase of crops and thus gave low yield""","Low rainfall during reproductive phase of crops: ""the yield levels of different crops were comparatively low due to insufficient rainfall during reproductive phase of crops and thus gave low yield""",Monetary value (market price) of legumes,Higher cost of cultivation of legume intercrops compared with sesame-only system,,See SuppCalc sheet ,,2,2,2,2,2,2,12
289,528,"Sarkar R.K., Sanyal S.R.",2000,Production potential and economic feasibility of sesame (Sesamum indicum)-based intercropping system with pulse and oilseed crops on rice fallow land,"Sarkar, R. K., & Sanyal, S. R. (2000). Production potential and economic feasibility of sesame (Sesamum indicum)-based intercropping system with pulse and oilseed crops on rice fallow land. Indian Journal of Agronomy, 45(3), 545-550.",Plot,Quantitative,Experiment (research station),E/M,1997-1998,2,13,6,7,3,1, 2-4, 3-4,Yes,Yes,,India,South Asia,2,Baruipur,Asia,LMIC,22.366667,88.466667,No,NA,Experiment (research station),Researcher-led,Researcher-led,Intercropping,Intercrop,1,0,0,Row,Existing farmers' practices,Existing farmers' practices,,Non-Grain / Groundnut,Sesame,Groundnut,0,0,1,0,0,0,0,0,0,0,0,Sunflower,60-40-40 (sesame); 20-40-20 (gram); 30-60-30 (groundnut),Synthetic - below threshold,rainfed,35.413534,1.35413534,1.35413534,NA,NA,NA,NA,NA,10.9038902,1.109038902,1.109038902,NA,NA,NA,Win-Win,NA,NA,NA,NA,NA,NA,NA,NA,Higher cost of cultivation of legume intercrops compared with sesame-only system,"Low rainfall during reproductive phase of crops: ""the yield levels of different crops were comparatively low due to insufficient rainfall during reproductive phase of crops and thus gave low yield""; Spacing did not affect growth: ""Sesame + groundnut association irrespective of spatial arrangement proved most productive pro6ably because groundnut utilizes early season resources efficiently and has the capacity to make effifient use of low light levels ""","Low rainfall during reproductive phase of crops: ""the yield levels of different crops were comparatively low due to insufficient rainfall during reproductive phase of crops and thus gave low yield""; Spacing did not affect growth: ""Sesame + groundnut association irrespective of spatial arrangement proved most productive pro6ably because groundnut utilizes early season resources efficiently and has the capacity to make effifient use of low light levels """,Monetary value (market price) of legumes,Higher cost of cultivation of legume intercrops compared with sesame-only system,,See SuppCalc sheet ,,2,2,2,2,2,2,12
71,128,"Das R., Dhara P.K., Mandal A.R., Ray S.K.D.",2014,Agri-silvi-fruit-vegetable based agro-production system - Suitable models for sustainable land use and conservation in red-laterite and semi-arid tracks,"Das, R., Dhara, P. K., Mandal, A. R., & Ray, S. K. D. (2014). Agri-silvi-fruit-vegetable based agro-production system - Suitable models for sustainable land use and conservation in red-laterite and semi-arid tracks. Ecology, Environment and Conservation, 20, S7-S13.",Plot,Quantitative,Experiment (on farm),E/M,2011-2013,3,7,1,6,1,1, 2-4, 1-2,Yes,Yes,"Extreme weather (monsoons), land degradation",India,South Asia,2,"Regional Research Station (Red & Laterite Zone), Bidhan Chandra Krishi Viswavidyalaya, Jhargram, West Bengal",Asia,LMIC,22.45677695,87.0103222,No,,Experiment (on farm),Farmer-led,Farmer-led,Intercropping: Vegetable-legume,Intercrop,1,0,0,Row,Existing farmers' practices,Existing farmers' practices,,Non-Grain / Pigeonpea,Gamhar + Mango,Pigeonpea,0,0,0,0,0,1,0,0,0,0,0,,No synthetic,No synthetic,rainfed,127.55102,2.2755102,2.2755102,NA,NA,NA,NA,NA,332.1428571,4.321428571,4.321428571,NA,NA,NA,Win-Win,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""immediate need for development of agriculture in rainfed areas together with trees like gamhar, fruit crops like mango, different crops like pulses, oilseed crops and vegetable crops like okra and bottle gourd for attaining maximum and sustainable gross monetary returns under erosion prone areas of West Bengal, India for marginal and resource-poor farmers""",NA,,0,2,2,1,2,2,9
72,128,"Das R., Dhara P.K., Mandal A.R., Ray S.K.D.",2014,Agri-silvi-fruit-vegetable based agro-production system - Suitable models for sustainable land use and conservation in red-laterite and semi-arid tracks,"Das, R., Dhara, P. K., Mandal, A. R., & Ray, S. K. D. (2014). Agri-silvi-fruit-vegetable based agro-production system - Suitable models for sustainable land use and conservation in red-laterite and semi-arid tracks. Ecology, Environment and Conservation, 20, S7-S13.",Plot,Quantitative,Experiment (on farm),E/M,2011-2013,3,7,1,6,1,1, 2-4, 1-2,Yes,Yes,"Extreme weather (monsoons), land degradation",India,South Asia,2,"Regional Research Station (Red & Laterite Zone), Bidhan Chandra Krishi Viswavidyalaya, Jhargram, West Bengal",Asia,LMIC,22.45677695,87.0103222,No,,Experiment (on farm),Farmer-led,Farmer-led,Intercropping: Vegetable-legume,Intercrop,1,0,0,Row,Existing farmers' practices,Existing farmers' practices,,Non-Grain / Groundnut,Gamhar + Mango,Groundnut,0,0,1,0,0,0,0,0,0,0,0,Mustard,No synthetic,No synthetic,rainfed,163.265306,2.63265306,2.63265306,NA,NA,NA,NA,NA,422.7678571,5.227678571,5.227678571,NA,NA,NA,Win-Win,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""immediate need for development of agriculture in rainfed areas together with trees like gamhar, fruit crops like mango, different crops like pulses, oilseed crops and vegetable crops like okra and bottle gourd for attaining maximum and sustainable gross monetary returns under erosion prone areas of West Bengal, India for marginal and resource-poor farmers""",NA,,0,2,0,1,2,2,7
337,727,"Suhi AA, Mia S, Khanam S, et al",2022,How Does Maize-Cowpea Intercropping Maximize Land Use and Economic Return? A Field Trial in Bangladesh,"Suhi, A. A., Mia, S., Khanam, S., Mithu, M. H., Uddin, M. K., Muktadir, M. A., . . . Jindo, K. (2022). How Does Maize-Cowpea Intercropping Maximize Land Use and Economic Return? A Field Trial in Bangladesh. Land, 11(4), 18. doi:10.3390/land11040581",Plot,Quantitative,Experiment (research station),E/M,2018-2019,1,6,4,2,3,1,1, 3-4,Yes (but also studying different spacing & sowing times),Yes (but also studying different spacing & sowing times),"Crop diversification supporting soil fertility, eater use efficiency, pest control, crop resilience, , soil heatlh, stable yield, production, profit.",Bangladesh,South Asia,2,Research Field of Patuakhali Science and Technology University in Dumki,Asia,LMIC,22.464425,90.387247,No,NA,Experiment (research station),Researcher-led,Researcher-led,Intercropping:Maize-cowpea,Intercrop,1,0,0,NA,different spacing & sowing times,Varied spacing/timing,,Grain / Cowpea,Maize,Cowpea,0,1,0,0,0,0,0,0,0,0,0,0,120-60-40,Synthetic - below threshold,irrigation,-6.315396114,0.936846039,0.936846039,NA,NA,NA,NA,NA,12.45959381,1.124595938,1.195874341,1.053317536,NA,NA,Lose-Win,NA,NA,NA,NA,NA,NA,"variable costs where higher for intercropping, however, the net return was higher (when compared aginst sole maize crop)",NA,Low price of cowpea,NA,"intercropping comes with challenges of competition between the crops, therefore it is best to sow maize 3 weeks after cowpea",There is a clear advantage of land utilization (LER),"relatively low monetary contribution of the component crop may not provide a greater
economic benefit",,"table5_yield, LER; table6_economic returns",,2,1,2,2,2,1,10
297,540,Sharma K.C.,2018,Inter/mixed cropping of lentil (Lens culinaris) in late-sown wheat (Triticum aestivum) for higher productivity and profitability of wheat in vertisols of central india,"Sharma, K. C. (2018). Inter/mixed cropping of lentil (Lens culinaris) in late-sown wheat (Triticum aestivum) for higher productivity and profitability of wheat in vertisols of central india. Indian Journal of Agronomy, 63(1), 32-38.",Plot,Quantitative,Experiment (research station),E/M,2012-2014,2,10,8,2,3,1, 2-4, 3-4,Yes,Yes,,India,South Asia,2,"Research Farm of ICAR-Indian Agricultural Research Institute, Regional Station, Indore, Madhya Pradesh",Asia,LMIC,22.616667,75.833333,No,NA,Experiment (research station),Researcher-led,Researcher-led,Intercropping,Intercrop,1,0,0,Mixed,Different intercrop spacings,Varied spacing/timing,,Grain / Lentil,Wheat,Lentil,0,0,0,1,0,0,0,0,0,0,0,,120:26.4:33.2,Synthetic - below threshold,irrigation,-1.364176,0.98635824,0.98635824,NA,NA,NA,NA,NA,-4.02859,0.9597141,0.9597141,NA,NA,NA,Mix-Mix,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intercrop spatial arrangement,,"Market prices: :Different treatments had different yield potential of
 component crops and economic values, and therefore for
 better comparison, the yields of wheat and lentil were converted
 into wheat-equivalent yield (WEY) on the basis of
 prevalent market prices",,,See SuppCalc sheet (Table 4),,2,2,2,2,2,2,12
298,540,Sharma K.C.,2018,Inter/mixed cropping of lentil (Lens culinaris) in late-sown wheat (Triticum aestivum) for higher productivity and profitability of wheat in vertisols of central india,"Sharma, K. C. (2018). Inter/mixed cropping of lentil (Lens culinaris) in late-sown wheat (Triticum aestivum) for higher productivity and profitability of wheat in vertisols of central india. Indian Journal of Agronomy, 63(1), 32-38.",Plot,Quantitative,Experiment (research station),E/M,2012-2014,2,10,8,2,3,1, 2-4, 3-4,Yes,Yes,,India,South Asia,2,"Research Farm of ICAR-Indian Agricultural Research Institute, Regional Station, Indore, Madhya Pradesh",Asia,LMIC,22.616667,75.833333,No,NA,Experiment (research station),Researcher-led,Researcher-led,Intercropping,Intercrop,1,0,0,Row,Different intercrop spacings,Varied spacing/timing,,Grain / Lentil,Wheat,Lentil,0,0,0,1,0,0,0,0,0,0,0,,120:26.4:33.2,Synthetic - below threshold,irrigation,-5.560498,0.94439502,0.94439502,NA,NA,NA,NA,NA,-8.67446,0.9132554,0.9132554,NA,NA,NA,Mix-Mix,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intercrop spatial arrangement,,"Market prices: :Different treatments had different yield potential of
  component crops and economic values, and therefore for
  better comparison, the yields of wheat and lentil were converted
  into wheat-equivalent yield (WEY) on the basis of
  prevalent market prices",,,See SuppCalc sheet (Table 4),,2,2,2,2,2,2,12
73,132,"Dayal D., Mangalassery S., Meena S.L., Ram B.",2015,Productivity and profitability of legumes as influenced by integrated nutrient management with fruit crops under hot arid ecology,"Dayal, D., Mangalassery, S., Meena, S. L., & Ram, B. (2015). Productivity and profitability of legumes as influenced by integrated nutrient management with fruit crops under hot arid ecology. Indian Journal of Agronomy, 60(2), 297-300.",Plot,Quantitative,Experiment (on farm),E/M,2008-2010,3,4,4,0,1,3, 2-4, 3-4,Yes,Yes,,India,South Asia,2,"Central Arid Zone Research Institute, Regional Research Station, Kukma, Bhuj, Gujarat",Asia,LMIC,23.215138,69.792388,No,,Experiment (on farm),Farmer-led,Farmer-led,Intercropping: Fruit-legume,Intercrop,1,0,0,Row,Reduced fertiliser application; seed treatment (biofertiliser- Rhizobium),Fertilizer rates/type,,Non-Grain / Clusterbean,"Pomegranate, Ber/jujube (Ziziphus mauritiana), Aonla/Indian gooseberry (Embelica officinalis)",Other,0,0,0,0,0,0,0,0,0,0,Clusterbean,Clusterbean,20-40-40,Synthetic - below threshold,rainfed,339.333333,4.39333333,4.39333333,NA,NA,NA,NA,NA,450,5.5,5.5,NA,NA,NA,Win-Win,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil quality (nutrient addition: ""Different nutrient-management treatments significantly affected the yield of all the 3 legumes"")",NA,NA,NA,NA,NA,,0,2,2,2,2,2,10
74,132,"Dayal D., Mangalassery S., Meena S.L., Ram B.",2015,Productivity and profitability of legumes as influenced by integrated nutrient management with fruit crops under hot arid ecology,"Dayal, D., Mangalassery, S., Meena, S. L., & Ram, B. (2015). Productivity and profitability of legumes as influenced by integrated nutrient management with fruit crops under hot arid ecology. Indian Journal of Agronomy, 60(2), 297-300.",Plot,Quantitative,Experiment (on farm),E/M,2008-2010,3,4,4,0,1,3, 2-4, 3-4,Yes,Yes,,India,South Asia,2,"Central Arid Zone Research Institute, Regional Research Station, Kukma, Bhuj, Gujarat",Asia,LMIC,23.215138,69.792388,No,,Experiment (on farm),Farmer-led,Farmer-led,Intercropping: Fruit-legume,Intercrop,1,0,0,Row,Reduced fertiliser application; seed treatment (biofertiliser- Rhizobium),Fertilizer rates/type,,Non-Grain / Cowpea,"Pomegranate, Ber/jujube (Ziziphus mauritiana), Aonla/Indian gooseberry (Embelica officinalis)",Cowpea,0,1,0,0,0,0,0,0,0,0,0,,20-60-40,Synthetic - below threshold,rainfed,323.666667,4.23666667,4.23666667,NA,NA,NA,NA,NA,300,4,4,NA,NA,NA,Win-Win,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil quality (nutrient addition: ""Different nutrient-management treatments significantly affected the yield of all the 3 legumes"")",NA,NA,NA,NA,NA,,0,2,2,2,2,2,10
75,132,"Dayal D., Mangalassery S., Meena S.L., Ram B.",2015,Productivity and profitability of legumes as influenced by integrated nutrient management with fruit crops under hot arid ecology,"Dayal, D., Mangalassery, S., Meena, S. L., & Ram, B. (2015). Productivity and profitability of legumes as influenced by integrated nutrient management with fruit crops under hot arid ecology. Indian Journal of Agronomy, 60(2), 297-300.",Plot,Quantitative,Experiment (on farm),E/M,2008-2010,3,4,4,0,1,3, 2-4, 3-4,Yes,Yes,,India,South Asia,2,"Central Arid Zone Research Institute, Regional Research Station, Kukma, Bhuj, Gujarat",Asia,LMIC,23.215138,69.792388,No,,Experiment (on farm),Farmer-led,Farmer-led,Intercropping: Fruit-legume,Intercrop,1,0,0,Row,Reduced fertiliser application; seed treatment (biofertiliser- Rhizobium),Fertilizer rates/type,,Non-Grain / Mothpea,"Pomegranate, Ber/jujube (Ziziphus mauritiana), Aonla/Indian gooseberry (Embelica officinalis)",Other,0,0,0,0,0,0,0,0,0,0,Mothpea,Mothpea,18-40-40,Synthetic - below threshold,rainfed,221.666667,3.21666667,3.21666667,NA,NA,NA,NA,NA,260,3.6,3.6,NA,NA,NA,Win-Win,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil quality (nutrient addition: ""Different nutrient-management treatments significantly affected the yield of all the 3 legumes"")",NA,NA,NA,NA,NA,,0,2,2,2,2,2,10
13,18,"Alam M.M., Ladha J.K., Faisal M.W., Sharma S., Saha A., Noor S., Rahman M.A.",2015,Improvement of cereal-based cropping systems following the principles of conservation agriculture under changing agricultural scenarios in Bangladesh,"Alam, M. M., Ladha, J. K., Faisal, M. W., Sharma, S., Saha, A., Noor, S., & Rahman, M. A. (2015). Improvement of cereal-based cropping systems following the principles of conservation agriculture under changing agricultural scenarios in Bangladesh. Field Crops Research, 175, 1-15. doi:10.1016/j.fcr.2014.12.015",Plot,Quantitative,Experiment (research station),E/M,2009-2012,3,4,1,3,10,1, 2-4, 5-10,Yes,Yes,"Population increase, demand for food, land scarcity: ""Need for diversification and increased cereal production and farmers’ income in the face of increasing scarcity of labor, water, and energy and soil degradation""",Bangladesh,South Asia,2,Gazipur,Asia,LMIC,23.983611,90.402778,No,,Experiment (research station),Researcher-led,Researcher-led,Rotation,Rotation,1,0,1,Rotation,Conservation agriculture (reduced tillage),Tillage practices,,Grain / Mungbean,Rice,Mungbean,0,0,0,0,1,0,0,0,0,0,0,"Potato, Maize (mungbean was only planted in 2011-2012. For 2009-2010 and 2010-2011 the crop rotation was potato-maize-rice)",117–32–127,Synthetic - below threshold,irrigation,81.17647,1.8117647,1.8117647,NA,NA,NA,NA,NA,45.7,1.457,1.457,NA,NA,NA,Win-Mix,NA,NA,NA,NA,NA,NA,NA,NA,uncertain rainfall,NA,NA,rainfall fluctuation- legumes shorter-duration crop can be squeezed in between extreme rainfall events,NA,mungbean was only planted in 2011-2012. For 2009-2010 and 2010-2011 the crop rotation was potato-maize-rice (see Table 2).,Compared scenario 4 with scenario 1,,2,2,2,2,2,2,12
32,56,"Banjara T.R., Bohra J.S., Kumar S., Singh T., Shori A., Prajapat K.",2021,Sustainable alternative crop rotations to the irrigated rice-wheat cropping system of Indo-Gangetic plains of India,"Banjara, T. R., Bohra, J. S., Kumar, S., Singh, T., Shori, A., & Prajapat, K. (2021). Sustainable alternative crop rotations to the irrigated rice-wheat cropping system of Indo-Gangetic plains of India. Archives of Agronomy and Soil Science. doi:10.1080/03650340.2021.1912324",Plot,Quantitative (household surveys),Experiment (research station),RC,2016-2018,2,10,2,8,1,1, 2-4, 1-2,Yes,Yes,Environmental degradation,India,South Asia,2,"Agricultural Research Farm, Institute of Agricultural Sciences, Banaras Hindu University, Varanasi",Asia,LMIC,25.264155,82.993523,No,,Experiment (research station),Researcher-led,Researcher-led,Rotation,Rotation,1,0,0,Rotation,Existing farmers' practices,Existing farmers' practices,,Grain / Mungbean,Rice,Mungbean,0,0,0,0,1,0,0,0,0,0,0,"Wheat, Potato, Cowpea (fodder), mustard, potato",48-21-38,Synthetic - below threshold,irrigation,89.49825,1.8949825,1.8949825,NA,NA,NA,NA,NA,80.2556818,1.802556818,1.802556818,NA,NA,NA,Mix-Win,NA,NA,NA,NA,NA,NA,Yes (high cultivation cost due to more laborers vs high gross/net returns),Variable weather,NA,irrigation; soil quality (improvement in soil available N due to the inclusion of legume crops in sequences),rainfall fluctuation,NA,NA,,NA,,0,2,2,2,2,2,10
341,609,"Telkar S.G., Singh A.K.",2018,"Productivity, profitability and soil biochemical properties in maize (Zea mays) and soybean (Glycine max) intercropping as influenced by population proportion of component crops","Telkar, S. G., & Singh, A. K. (2018). Productivity, profitability and soil biochemical properties in maize (Zea mays) and soybean (Glycine max) intercropping as influenced by population proportion of component crops. Indian Journal of Agricultural Sciences, 88(3), 458-462.",Plot,Quantitative,Experiment (research station),E/M ,2016,1,8,6,2,3,1,1, 3-4,Yes,Yes,,India,South Asia,2,"experimental farm of College of Post Graduate Studies, CAU, Umiam, Meghalaya",Asia,LMIC,25.68185812,91.91192532,No,NA,Experiment (research station),Researcher-led,Researcher-led,Intercropping,Intercrop,1,1,0,Row,Different intercrop spacings,Varied spacing/timing,,Grain / Soybean,Maize,Soybean,0,0,0,0,0,0,0,0,1,0,0,,80-60-40,Synthetic - below threshold,rainfed,-3.044872,0.96955128,0.96955128,NA,NA,NA,NA,NA,19.381839,1.19381839,1.19381839,NA,NA,NA,Mix-Mix,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spatial arrangement of intercrops: 1:1R,NA,"Market price of legume - high compared with cereal: ""minimum support price""","Cost of cultivation: ""result of additional input and laborer’s requirement for intercrop soybean in addition to maize crop accompanied with much higher costs of legume seeds than maize seeds""",,See SuppCalc Sheet (Tables 2 and 3),,2,1,2,1,2,2,10
317,574,"Singh S.P., Lal S.S.",2013,Evaluation of different cropping systems for their productivity and sustainability in Madhya Pradesh,"Singh, S. P., & Lal, S. S. (2013). Evaluation of different cropping systems for their productivity and sustainability in Madhya Pradesh. Potato Journal, 40(2), 149-154.",Plot,Quantitative,Experiment (research station),E/M,2007-2010,3,9,1,8,4,1, 2-4, 3-4,Yes,Yes,,India,South Asia,2,"Central Potato Research Station, Gwalior",Asia,LMIC,26.276232,78.220705,No,NA,Experiment (research station),Researcher-led,Researcher-led,Rotation,Rotation,1,0,0,Rotation,Existing farmers' practices,Existing farmers' practices,,Non-Grain / Mungbean,Potato,Mungbean,0,0,0,0,1,0,0,0,0,0,0,"Pearl millet, wheat, mustard, sesame","150:26.2:83.3 (Potato); 20,26.2,:16.7 kg (greengram)",Synthetic - below threshold,irrigation,26.37540453,1.263754045,1.263754045,NA,NA,NA,NA,NA,23.5902299,1.235902299,1.235902299,NA,NA,NA,Win-Win,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Tables 1-3 (compare potato/greengram with potato/fallow),,2,2,2,2,2,2,12
